# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2025-04-11, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
168044at7147	Complete	OZ038372.1	12161508	12168834	+	788.6	618
168048at7147	Fragmented	OZ038376.1	24401022	24399670	-	443.4	457
168060at7147	Complete	OZ038375.1	97933223	97945555	+	519.8	231
168077at7147	Complete	OZ038373.1	24792298	24793465	+	592.5	322
168081at7147	Complete	OZ038373.1	15606836	15605880	-	487.6	294
168086at7147	Complete	OZ038373.1	139627716	139599884	-	1016.8	607
168090at7147	Complete	OZ038376.1	25720574	25719037	-	600.2	459
168094at7147	Complete	OZ038372.1	161927060	161928261	+	600.8	334
168098at7147	Complete	OZ038372.1	17913835	17934119	+	559.2	350
168223at7147	Complete	OZ038371.1	117249637	117232505	-	751.5	520
168244at7147	Complete	OZ038375.1	113391819	113389105	-	1230.9	690
168247at7147	Complete	OZ038372.1	152219146	152215270	-	360.0	285
168261at7147	Complete	OZ038371.1	27381426	27380552	-	140.1	142
168291at7147	Fragmented	OZ038372.1	38962940	38975356	+	652.5	423
168362at7147	Complete	OZ038374.1	104995228	105013129	+	1126.7	626
168384at7147	Complete	OZ038372.1	39989314	40021738	+	1004.3	768
168393at7147	Complete	OZ038372.1	83595039	83644919	+	337.1	189
168424at7147	Complete	OZ038373.1	22224108	22226336	+	423.2	346
168465at7147	Complete	OZ038376.1	22816147	22813388	-	434.2	454
168480at7147	Complete	OZ038371.1	5103240	5140091	+	727.9	576
168538at7147	Complete	OZ038371.1	154776797	154798068	+	646.9	525
168583at7147	Complete	OZ038373.1	113638849	113659908	+	1048.3	785
168588at7147	Complete	OZ038375.1	20254698	20256098	+	549.7	419
168607at7147	Complete	OZ038371.1	191456487	191454748	-	438.0	341
168613at7147	Complete	OZ038373.1	117584065	117576772	-	171.3	107
168643at7147	Complete	OZ038375.1	6008315	6001616	-	707.8	422
168660at7147	Complete	OZ038376.1	23625805	23603241	-	700.6	409
168677at7147	Complete	OZ038375.1	115866558	115885338	+	843.9	460
168682at7147	Complete	OZ038375.1	29598650	29450995	-	924.2	425
168738at7147	Complete	OZ038371.1	6251962	6253356	+	658.7	371
168749at7147	Complete	OZ038373.1	133550365	133542207	-	141.6	133
168795at7147	Complete	OZ038374.1	142597170	142588486	-	1158.4	979
168806at7147	Complete	OZ038373.1	117896704	117905188	+	225.2	224
168829at7147	Complete	OZ038373.1	24819740	24838406	+	286.3	169
168836at7147	Complete	OZ038371.1	181591732	181609825	+	523.3	377
168846at7147	Complete	OZ038371.1	132307783	132326259	+	326.6	230
168852at7147	Complete	OZ038371.1	22895561	22894331	-	356.4	273
168883at7147	Complete	OZ038375.1	102350064	102306870	-	1082.8	756
168889at7147	Complete	OZ038374.1	9392824	9391650	-	418.6	337
168895at7147	Complete	OZ038374.1	10560287	10580222	+	903.9	582
168942at7147	Complete	OZ038375.1	104228051	104263679	+	712.1	484
168959at7147	Fragmented	OZ038375.1	95450177	95451294	+	102.9	84
168968at7147	Complete	OZ038371.1	181889947	181898972	+	949.0	665
168969at7147	Duplicated	OZ038376.1	12625501	12626193	+	298.0	207
168969at7147	Duplicated	OZ038374.1	129908327	129912634	+	327.7	206
168971at7147	Complete	OZ038372.1	145464796	145466779	+	498.9	360
168975at7147	Complete	OZ038375.1	19328678	19327897	-	289.3	229
168990at7147	Complete	OZ038373.1	17387213	17365914	-	817.1	617
169033at7147	Fragmented	OZ038374.1	4455493	4449164	-	620.0	492
169119at7147	Complete	OZ038372.1	131716388	131758994	+	599.5	323
169134at7147	Complete	OZ038373.1	110924273	110925757	+	622.3	377
169142at7147	Complete	OZ038371.1	134435072	134433726	-	521.3	499
169165at7147	Duplicated	OZ038374.1	8963414	8966445	+	418.0	353
169165at7147	Duplicated	OZ038372.1	134809480	134811219	+	414.1	299
169173at7147	Complete	OZ038374.1	17248582	17250000	+	114.9	257
169175at7147	Complete	OZ038372.1	132367068	132366505	-	185.8	130
169184at7147	Complete	OZ038374.1	104223754	104214909	-	527.3	449
169203at7147	Complete	OZ038372.1	47909476	47910523	+	205.3	173
169217at7147	Complete	OZ038373.1	85076709	85112230	+	644.1	577
169297at7147	Complete	OZ038371.1	115936511	116071671	+	401.8	374
169311at7147	Complete	OZ038375.1	34472115	34467876	-	683.0	521
169345at7147	Complete	OZ038371.1	103425737	103362080	-	643.7	493
169351at7147	Complete	OZ038372.1	125876331	125874414	-	270.3	252
171356at7147	Complete	OZ038371.1	131259771	131260291	+	317.8	153
171365at7147	Complete	OZ038375.1	39878570	39879934	+	693.0	367
171492at7147	Complete	OZ038374.1	22169401	22175867	+	537.7	254
171548at7147	Complete	OZ038373.1	72728606	72729124	+	299.1	135
171662at7147	Complete	OZ038372.1	156997789	156999479	+	434.8	201
171757at7147	Complete	OZ038374.1	106029753	106037244	+	807.6	343
171855at7147	Duplicated	OZ038375.1	68616954	68617524	+	262.8	139
171855at7147	Duplicated	OZ038373.1	101916800	101917225	+	248.0	137
172045at7147	Complete	OZ038374.1	7506376	7512698	+	576.1	285
172172at7147	Complete	OZ038371.1	147700809	147709601	+	776.2	371
172179at7147	Complete	OZ038373.1	52489589	52469202	-	959.9	445
172192at7147	Complete	OZ038374.1	115160699	115169031	+	1232.1	579
172210at7147	Complete	OZ038374.1	84656794	84650237	-	433.3	210
172299at7147	Complete	OZ038375.1	12356861	12306540	-	718.2	305
172317at7147	Complete	OZ038374.1	8721608	8720571	-	720.8	307
172362at7147	Complete	OZ038372.1	145229678	145229391	-	200.7	96
172493at7147	Complete	OZ038374.1	117594828	117599741	+	235.9	119
172545at7147	Complete	OZ038372.1	12566135	12565471	-	401.4	182
172608at7147	Complete	OZ038372.1	51415224	51425367	+	1153.8	588
172610at7147	Complete	OZ038373.1	150742489	150743049	+	266.4	122
172656at7147	Complete	OZ038373.1	86109321	86142058	+	475.2	258
172688at7147	Complete	OZ038373.1	87993336	87992391	-	596.8	293
172797at7147	Complete	OZ038372.1	139939468	139939150	-	142.1	72
173146at7147	Complete	OZ038372.1	143882227	143882892	+	379.4	182
173218at7147	Complete	OZ038375.1	108059905	108065375	+	372.7	209
173520at7147	Complete	OZ038376.1	20636279	20647100	+	784.8	337
173526at7147	Complete	OZ038373.1	136990436	136988416	-	254.2	178
173527at7147	Complete	OZ038373.1	152470287	152455201	-	491.2	223
173539at7147	Complete	OZ038372.1	113247127	113247621	+	329.3	146
173613at7147	Complete	OZ038376.1	23852157	23852971	+	270.2	145
173667at7147	Complete	OZ038374.1	141933025	141932177	-	465.3	249
173684at7147	Complete	OZ038371.1	8391122	8390613	-	276.4	120
173828at7147	Complete	OZ038372.1	161351058	161350391	-	327.2	176
173922at7147	Complete	OZ038372.1	9907423	9943157	+	867.3	526
174026at7147	Complete	OZ038371.1	218457124	218450027	-	1148.3	526
174040at7147	Complete	OZ038375.1	115815679	115814842	-	252.0	119
174348at7147	Complete	OZ038373.1	104739142	104750315	+	757.8	408
174429at7147	Complete	OZ038374.1	106786901	106779514	-	408.3	223
174436at7147	Complete	OZ038375.1	105251779	105247916	-	538.0	294
174522at7147	Complete	OZ038374.1	72076729	72024542	-	1381.1	688
174700at7147	Complete	OZ038373.1	127044476	127039426	-	823.7	413
174772at7147	Complete	OZ038372.1	161797385	161794968	-	1298.0	587
174920at7147	Complete	OZ038372.1	26486122	26485484	-	311.0	168
174922at7147	Complete	OZ038371.1	195253353	195247858	-	661.8	348
175088at7147	Complete	OZ038374.1	138553120	138544658	-	560.9	287
175249at7147	Complete	OZ038372.1	118671435	118672306	+	479.8	242
175325at7147	Complete	OZ038372.1	50094982	50115560	+	509.7	219
175402at7147	Complete	OZ038371.1	145165251	145168421	+	590.0	324
175405at7147	Complete	OZ038371.1	213902047	213901001	-	474.6	277
175661at7147	Complete	OZ038375.1	102892744	102891442	-	323.3	283
175710at7147	Complete	OZ038375.1	4781926	4732751	-	864.8	315
175715at7147	Complete	OZ038373.1	29088945	29054432	-	810.5	471
175731at7147	Complete	OZ038373.1	102320057	102325613	+	938.1	435
175770at7147	Complete	OZ038371.1	3653988	3653358	-	312.7	157
175870at7147	Complete	OZ038373.1	93348069	93385227	+	5833.0	3422
175877at7147	Complete	OZ038374.1	141979976	141979105	-	404.0	223
175942at7147	Complete	OZ038373.1	5949238	5983508	+	1340.5	631
176148at7147	Complete	OZ038373.1	48176	47374	-	462.4	230
176312at7147	Complete	OZ038372.1	3866524	3866171	-	191.9	112
176314at7147	Complete	OZ038373.1	3677102	3697002	+	1218.6	512
176414at7147	Complete	OZ038373.1	142934133	142934766	+	331.2	170
176436at7147	Complete	OZ038373.1	132590283	132589204	-	485.8	308
176480at7147	Complete	OZ038373.1	7996226	7999673	+	2198.3	1040
176483at7147	Complete	OZ038374.1	116945800	116935423	-	482.2	217
176507at7147	Complete	OZ038375.1	16463742	16457685	-	1055.2	499
176512at7147	Complete	OZ038371.1	163776483	163778800	+	900.6	574
176583at7147	Complete	OZ038373.1	139591335	139591907	+	376.0	179
176599at7147	Complete	OZ038372.1	135183094	135179129	-	354.0	168
176618at7147	Complete	OZ038373.1	26850743	26851705	+	604.6	316
176674at7147	Complete	OZ038373.1	89888895	89859018	-	376.8	175
176776at7147	Complete	OZ038371.1	41341498	41400788	+	1054.4	549
176783at7147	Complete	OZ038375.1	116740022	116739117	-	311.6	199
177018at7147	Complete	OZ038373.1	150710061	150732695	+	2196.0	1230
177041at7147	Complete	OZ038373.1	4464904	4458297	-	1339.4	658
177120at7147	Complete	OZ038371.1	90190035	90176789	-	641.6	322
177434at7147	Complete	OZ038374.1	133454191	133495689	+	9865.8	4467
177450at7147	Complete	OZ038372.1	4823209	4777894	-	652.3	328
177507at7147	Complete	OZ038373.1	113730685	113676316	-	868.7	527
177533at7147	Complete	OZ038375.1	93111489	93110527	-	697.1	321
177608at7147	Complete	OZ038374.1	104866316	104865789	-	247.3	165
177652at7147	Missing
177735at7147	Complete	OZ038373.1	113800871	113771924	-	1478.9	747
177818at7147	Complete	OZ038373.1	87644446	87643101	-	684.3	374
177883at7147	Complete	OZ038374.1	148616432	148617904	+	699.0	427
177913at7147	Complete	OZ038374.1	92414490	92389976	-	470.7	295
178178at7147	Complete	OZ038371.1	186031542	186039206	+	1162.4	633
178207at7147	Complete	OZ038373.1	109172387	109173553	+	721.1	353
178219at7147	Complete	OZ038372.1	45025071	44986249	-	1813.0	799
178237at7147	Complete	OZ038375.1	111868724	111868290	-	270.8	144
178266at7147	Complete	OZ038372.1	13861956	13862953	+	404.7	228
178353at7147	Complete	OZ038373.1	78879923	78849704	-	1110.9	555
178354at7147	Complete	OZ038375.1	51829472	51725873	-	810.5	398
178536at7147	Complete	OZ038372.1	66103922	66141514	+	599.2	334
178759at7147	Fragmented	OZ038374.1	140927780	140929077	+	607.2	313
178820at7147	Complete	OZ038372.1	160791884	160785475	-	557.7	327
178822at7147	Complete	OZ038373.1	73444841	73446021	+	706.6	346
178903at7147	Complete	OZ038374.1	112035052	112033803	-	687.9	339
178910at7147	Complete	OZ038375.1	97120862	97059721	-	306.5	198
178987at7147	Complete	OZ038375.1	111289751	111294094	+	430.0	222
178990at7147	Complete	OZ038372.1	11010647	11010148	-	223.9	124
179062at7147	Duplicated	OZ038376.1	20687687	20691474	+	2216.7	1201
179062at7147	Duplicated	OZ038373.1	88683455	88687111	+	1908.8	1198
179198at7147	Complete	OZ038373.1	17692978	17694416	+	750.0	384
179205at7147	Complete	OZ038375.1	12168425	12157790	-	160.7	114
179363at7147	Complete	OZ038372.1	29840788	29842604	+	1109.5	551
179461at7147	Complete	OZ038372.1	138292528	138293370	+	423.7	280
179741at7147	Complete	OZ038371.1	5964252	5966774	+	1604.2	762
179778at7147	Complete	OZ038373.1	150073035	150067582	-	2446.5	1291
179870at7147	Complete	OZ038373.1	106629098	106620584	-	921.9	406
179947at7147	Complete	OZ038371.1	5717343	5712111	-	280.4	218
180001at7147	Complete	OZ038371.1	38818540	38817530	-	614.7	330
180122at7147	Complete	OZ038374.1	43248065	43248662	+	245.1	163
180254at7147	Complete	OZ038373.1	29247022	29317279	+	1379.2	836
180257at7147	Complete	OZ038373.1	78485086	78470280	-	1022.3	525
180262at7147	Complete	OZ038372.1	31031483	31039099	+	315.4	146
180334at7147	Complete	OZ038372.1	88911565	88912436	+	498.1	213
180405at7147	Complete	OZ038375.1	99530150	99542820	+	1333.3	701
180421at7147	Complete	OZ038371.1	5180890	5181592	+	347.1	190
180472at7147	Complete	OZ038376.1	20687043	20685762	-	566.8	371
180476at7147	Complete	OZ038373.1	121920554	121919528	-	686.5	319
180799at7147	Complete	OZ038375.1	51461193	51461906	+	502.9	219
180813at7147	Complete	OZ038373.1	81444972	81437030	-	572.8	259
180822at7147	Complete	OZ038375.1	102011863	102009005	-	1844.9	905
180842at7147	Complete	OZ038372.1	26257190	26253446	-	225.4	129
181020at7147	Complete	OZ038372.1	121300836	121309667	+	327.5	205
181073at7147	Complete	OZ038372.1	16966368	16958029	-	876.3	377
181091at7147	Complete	OZ038374.1	138560137	138559810	-	196.9	85
181105at7147	Complete	OZ038374.1	134138821	134142221	+	1399.9	692
181338at7147	Complete	OZ038374.1	20332550	20333085	+	311.5	152
181362at7147	Complete	OZ038371.1	121020930	120994867	-	308.2	155
181433at7147	Complete	OZ038373.1	2640061	2654652	+	1072.5	556
181571at7147	Complete	OZ038374.1	145816754	145826967	+	931.6	425
181624at7147	Complete	OZ038373.1	105891484	105867502	-	2938.9	1567
181802at7147	Complete	OZ038371.1	142162117	142175198	+	311.7	223
181851at7147	Complete	OZ038371.1	18410966	18419822	+	370.2	196
181903at7147	Complete	OZ038374.1	19594773	19589505	-	386.0	193
181909at7147	Complete	OZ038375.1	105490308	105473375	-	1660.9	838
182092at7147	Complete	OZ038372.1	8594408	8590153	-	365.0	179
182096at7147	Complete	OZ038373.1	154553915	154557220	+	299.1	176
182157at7147	Complete	OZ038371.1	99042269	99041507	-	278.3	199
182238at7147	Complete	OZ038374.1	145879218	145878472	-	401.8	206
182257at7147	Complete	OZ038371.1	222758566	222753035	-	2127.6	1302
182448at7147	Complete	OZ038373.1	63672262	63694222	+	2689.9	1212
182746at7147	Complete	OZ038373.1	93203219	93202717	-	262.6	141
182762at7147	Missing
182777at7147	Complete	OZ038371.1	168763546	168762504	-	384.8	318
182927at7147	Complete	OZ038372.1	2457864	2460292	+	1352.1	724
182952at7147	Complete	OZ038375.1	102179564	102177806	-	793.3	428
183133at7147	Complete	OZ038373.1	92506604	92506887	+	155.3	77
183135at7147	Complete	OZ038373.1	152558331	152492837	-	1725.1	848
183177at7147	Complete	OZ038371.1	139018900	138997267	-	511.0	244
183298at7147	Complete	OZ038372.1	59795056	59797077	+	1197.2	584
183317at7147	Complete	OZ038375.1	54693752	54646512	-	2795.2	1747
183493at7147	Complete	OZ038372.1	23326109	23325171	-	420.3	217
183624at7147	Complete	OZ038371.1	205855409	205849535	-	2815.3	1169
183669at7147	Complete	OZ038371.1	181428625	181429103	+	289.0	138
183738at7147	Complete	OZ038375.1	42732543	42715678	-	440.9	216
183899at7147	Complete	OZ038371.1	203701956	203691780	-	2963.7	1274
184064at7147	Complete	OZ038375.1	11535152	11533230	-	998.4	654
184147at7147	Complete	OZ038371.1	231447418	231446678	-	340.4	247
184186at7147	Complete	OZ038372.1	43505779	43475869	-	267.2	151
184187at7147	Complete	OZ038372.1	155238171	155231104	-	313.9	165
184229at7147	Complete	OZ038373.1	133534908	133529693	-	818.0	413
184401at7147	Complete	OZ038371.1	195202490	195209447	+	409.5	193
184426at7147	Complete	OZ038375.1	13692428	13698812	+	867.5	476
184445at7147	Duplicated	OZ038371.1	156705757	156705386	-	202.8	123
184445at7147	Duplicated	OZ038373.1	150744308	150748594	+	225.5	115
184526at7147	Fragmented	OZ038375.1	78420702	78192189	-	713.0	581
184601at7147	Complete	OZ038371.1	160683325	160681671	-	841.1	458
184633at7147	Complete	OZ038371.1	51902385	52125617	+	1796.4	842
184640at7147	Complete	OZ038374.1	79290234	79273132	-	2570.0	1137
184647at7147	Complete	OZ038371.1	114651515	114652062	+	282.1	144
184965at7147	Complete	OZ038373.1	70399739	70365448	-	1945.7	883
185066at7147	Complete	OZ038375.1	45877054	45857519	-	4478.4	2238
185073at7147	Complete	OZ038371.1	153531288	153532630	+	926.7	395
185176at7147	Complete	OZ038374.1	8981433	8969413	-	4056.2	1959
185245at7147	Complete	OZ038371.1	2882743	2875783	-	1890.3	995
185268at7147	Complete	OZ038372.1	43623272	43623992	+	301.4	155
185345at7147	Complete	OZ038375.1	34811802	34813313	+	1027.4	486
185360at7147	Complete	OZ038375.1	63814846	63812472	-	649.7	365
185368at7147	Complete	OZ038371.1	176910	179898	+	1228.9	607
185471at7147	Complete	OZ038373.1	94334928	94331373	-	1353.2	606
185704at7147	Complete	OZ038371.1	227629937	227631415	+	786.8	387
185722at7147	Complete	OZ038374.1	75318295	75330354	+	2044.5	1018
185824at7147	Duplicated	OZ038372.1	47574842	47574441	-	289.8	134
185824at7147	Duplicated	OZ038371.1	524377	524839	+	286.9	134
185832at7147	Complete	OZ038373.1	97994264	97982441	-	799.5	472
185835at7147	Complete	OZ038371.1	148080989	148045897	-	1021.1	500
185954at7147	Complete	OZ038372.1	77691869	77826466	+	2343.1	1162
186042at7147	Complete	OZ038372.1	147084880	147086594	+	806.5	382
186069at7147	Complete	OZ038373.1	12415804	12419718	+	859.6	451
186132at7147	Complete	OZ038375.1	27486550	27484965	-	848.4	431
186197at7147	Complete	OZ038374.1	129342173	129334636	-	427.5	209
186220at7147	Complete	OZ038375.1	116617120	116618066	+	391.2	273
186300at7147	Complete	OZ038371.1	142781808	142776135	-	781.8	481
186332at7147	Complete	OZ038374.1	12028155	12026964	-	740.0	341
186358at7147	Complete	OZ038371.1	148697926	148685155	-	1089.7	530
186362at7147	Complete	OZ038374.1	124793250	124794571	+	252.7	191
186586at7147	Complete	OZ038371.1	44391465	44376214	-	1136.1	771
186601at7147	Complete	OZ038375.1	102105659	102104617	-	463.1	287
186650at7147	Complete	OZ038374.1	94161383	94160847	-	276.2	157
186698at7147	Complete	OZ038374.1	19558776	19561833	+	1695.6	831
186856at7147	Complete	OZ038373.1	113824568	113819592	-	299.0	151
186862at7147	Complete	OZ038375.1	95811340	95813078	+	974.2	443
186970at7147	Complete	OZ038371.1	79319342	79319888	+	260.9	145
187010at7147	Complete	OZ038372.1	114511566	114489165	-	2109.0	1119
187313at7147	Complete	OZ038374.1	67201497	67354184	+	592.4	397
187437at7147	Complete	CAXIWC010000109.1	28579	30862	+	1220.7	534
187453at7147	Duplicated	CAXIWC010000142.1	12239	11574	-	359.4	207
187453at7147	Duplicated	OZ038371.1	114560470	114561135	+	359.4	207
187558at7147	Complete	OZ038375.1	12959632	12958653	-	702.5	304
187585at7147	Complete	OZ038373.1	105439365	105421728	-	847.6	493
187621at7147	Complete	OZ038371.1	156413176	156412387	-	506.1	247
187777at7147	Complete	OZ038373.1	137524143	137522405	-	833.0	518
187806at7147	Complete	OZ038375.1	111565079	111562475	-	1234.3	717
187864at7147	Complete	OZ038373.1	121672689	121653160	-	1222.0	574
187993at7147	Complete	OZ038374.1	11356119	11353158	-	1124.6	661
188173at7147	Complete	OZ038374.1	117605818	117605438	-	181.6	90
188541at7147	Complete	OZ038371.1	9240450	9250925	+	888.3	477
188746at7147	Complete	OZ038374.1	140131035	140102042	-	1102.2	501
188824at7147	Complete	OZ038372.1	151196267	151206447	+	273.7	124
188966at7147	Complete	OZ038372.1	84816120	84814852	-	882.8	392
189185at7147	Complete	OZ038372.1	20927436	20928263	+	394.3	240
189269at7147	Complete	OZ038371.1	10559796	10553598	-	1171.8	559
189418at7147	Complete	OZ038375.1	35922487	35919195	-	1556.9	862
189615at7147	Complete	OZ038375.1	96534073	96580314	+	2835.6	1557
189702at7147	Fragmented	OZ038375.1	12714688	12714173	-	337.0	163
189709at7147	Complete	OZ038375.1	10748821	10746960	-	949.9	554
189734at7147	Complete	OZ038371.1	201502734	201520398	+	911.9	465
189871at7147	Complete	OZ038372.1	41232856	41238361	+	328.8	201
189891at7147	Complete	OZ038374.1	23974766	23972306	-	321.9	173
190022at7147	Complete	OZ038374.1	106982309	106980158	-	1215.6	562
190060at7147	Complete	OZ038373.1	4757957	4760532	+	403.9	210
190063at7147	Complete	OZ038375.1	65324600	65404331	+	1008.4	543
190114at7147	Complete	OZ038374.1	26392714	26391688	-	553.6	295
190150at7147	Complete	OZ038373.1	2729904	2725273	-	644.3	295
190176at7147	Complete	OZ038374.1	21021242	21012202	-	371.5	207
190195at7147	Complete	OZ038375.1	89686450	89687431	+	382.1	227
190305at7147	Complete	OZ038371.1	208279419	208293728	+	632.6	323
190309at7147	Complete	OZ038373.1	19532032	19532559	+	334.7	175
190340at7147	Complete	OZ038371.1	34158588	34160411	+	1115.9	516
190351at7147	Complete	OZ038374.1	19507652	19498593	-	384.0	213
190773at7147	Complete	OZ038375.1	31882149	31849415	-	4805.8	2532
190806at7147	Complete	OZ038372.1	51282555	51317597	+	337.2	189
190815at7147	Complete	OZ038371.1	24576148	24564317	-	658.9	378
190820at7147	Complete	OZ038371.1	2779022	2777923	-	590.6	303
190896at7147	Complete	OZ038374.1	116958999	116950498	-	1421.3	893
191072at7147	Complete	OZ038373.1	26849626	26835088	-	648.6	337
191118at7147	Missing
191233at7147	Complete	OZ038372.1	36385008	36354457	-	3693.9	1934
191269at7147	Complete	OZ038371.1	231649617	231650352	+	388.9	184
191342at7147	Complete	OZ038374.1	81060667	81104840	+	3028.0	1675
191396at7147	Complete	OZ038373.1	27711757	27712260	+	361.1	165
191479at7147	Complete	OZ038372.1	157767992	157762713	-	636.5	378
191822at7147	Complete	OZ038372.1	68875	72936	+	1282.8	593
191851at7147	Complete	OZ038372.1	2874913	2887477	+	1232.7	818
191941at7147	Complete	OZ038372.1	135168336	135163975	-	1867.5	929
191962at7147	Complete	OZ038371.1	116379499	116341891	-	1022.9	441
191968at7147	Complete	OZ038373.1	105228860	105230369	+	774.9	409
191981at7147	Complete	OZ038372.1	151150790	151142447	-	1313.9	641
192144at7147	Complete	OZ038373.1	106900309	106913448	+	750.5	353
192217at7147	Complete	OZ038374.1	117957353	117951018	-	756.3	449
192253at7147	Complete	OZ038371.1	163861740	163862619	+	451.1	207
192335at7147	Complete	OZ038371.1	197074737	197075779	+	517.2	278
192402at7147	Complete	OZ038372.1	28136455	28158203	+	755.7	431
192411at7147	Complete	OZ038372.1	117340984	117334703	-	256.0	114
192487at7147	Complete	OZ038371.1	5976377	5987206	+	1931.7	1065
192573at7147	Complete	OZ038372.1	157775089	157775868	+	315.4	196
192597at7147	Complete	OZ038371.1	187883229	187867627	-	1339.2	690
192665at7147	Complete	OZ038372.1	4714337	4716324	+	1036.3	535
192691at7147	Complete	OZ038376.1	13616200	13619847	+	668.2	325
192868at7147	Complete	OZ038375.1	117355053	117355606	+	253.9	164
192881at7147	Complete	OZ038372.1	8848172	8855864	+	1984.8	1059
192958at7147	Complete	OZ038374.1	20352516	20341570	-	402.8	213
193077at7147	Complete	OZ038371.1	116171997	116170781	-	319.0	268
193108at7147	Complete	OZ038371.1	218357897	218359283	+	961.3	424
193127at7147	Complete	OZ038371.1	1508315	1509586	+	497.0	343
193196at7147	Complete	OZ038372.1	32058709	32058269	-	194.6	143
193386at7147	Fragmented	OZ038373.1	70476571	70486043	+	475.0	267
193405at7147	Complete	OZ038371.1	17497318	17491590	-	1380.4	675
193528at7147	Complete	OZ038375.1	100210814	100211905	+	493.0	267
193600at7147	Complete	OZ038375.1	92053655	92055332	+	991.1	452
193617at7147	Complete	OZ038375.1	105253063	105252392	-	374.4	220
193652at7147	Complete	OZ038371.1	160376430	160385264	+	1391.8	742
193698at7147	Complete	OZ038371.1	166216808	166217809	+	511.2	280
193727at7147	Complete	OZ038371.1	205434705	205453474	+	1908.6	1053
193757at7147	Complete	OZ038374.1	82384475	82409275	+	922.9	475
193781at7147	Complete	OZ038375.1	45499372	45389054	-	1055.8	489
193917at7147	Complete	OZ038374.1	32187698	32179054	-	586.8	315
193941at7147	Duplicated	OZ038373.1	104768961	104768386	-	354.5	182
193941at7147	Duplicated	OZ038371.1	41210365	41211088	+	349.4	182
193947at7147	Complete	OZ038374.1	223935	255742	+	1971.8	851
193949at7147	Complete	OZ038373.1	1699650	1705862	+	1190.6	621
194155at7147	Complete	OZ038371.1	145050378	145073130	+	2096.3	1203
194212at7147	Complete	OZ038373.1	130367242	130357652	-	808.2	428
194287at7147	Complete	OZ038373.1	135353592	135352667	-	440.5	231
194345at7147	Complete	OZ038372.1	153933545	153903817	-	6632.9	4136
194370at7147	Complete	OZ038375.1	26110434	26112702	+	1533.0	714
194578at7147	Complete	OZ038371.1	200851166	200844109	-	1206.3	616
194600at7147	Complete	OZ038372.1	125989167	125920905	-	1228.3	653
194613at7147	Complete	OZ038375.1	89866095	89866805	+	366.6	178
194811at7147	Complete	OZ038372.1	159425079	159421868	-	1397.4	695
194890at7147	Complete	OZ038371.1	193993467	193986779	-	1314.8	683
195027at7147	Complete	OZ038374.1	129275388	129261176	-	1684.9	762
195060at7147	Complete	OZ038374.1	8217100	8213978	-	552.2	436
195214at7147	Complete	OZ038374.1	105970389	105969542	-	435.3	225
195218at7147	Complete	OZ038371.1	164895465	164907723	+	889.5	477
195384at7147	Complete	OZ038373.1	134826604	134830107	+	493.0	337
195477at7147	Complete	OZ038371.1	158348595	158390694	+	994.7	514
195495at7147	Complete	OZ038372.1	78605309	78333072	-	2413.3	1118
195531at7147	Complete	OZ038371.1	230365212	230363984	-	675.8	333
195925at7147	Complete	OZ038375.1	28016470	27989103	-	763.4	354
195977at7147	Complete	OZ038371.1	109007573	108954667	-	1417.3	671
196109at7147	Complete	OZ038373.1	152477368	152478227	+	310.5	269
196120at7147	Complete	OZ038374.1	7471511	7477651	+	1508.1	743
196145at7147	Complete	OZ038375.1	4316920	4313028	-	1485.9	676
196269at7147	Complete	OZ038371.1	229762794	229877036	+	797.4	517
196429at7147	Missing
196431at7147	Complete	OZ038372.1	87630408	87675791	+	618.2	333
196501at7147	Complete	OZ038373.1	144107515	144107985	+	198.2	134
196881at7147	Complete	OZ038372.1	48929910	48931582	+	821.4	440
196974at7147	Complete	OZ038373.1	28749067	28716737	-	710.9	345
196989at7147	Complete	OZ038372.1	150204886	150206764	+	756.2	388
197070at7147	Complete	OZ038374.1	75801192	75814132	+	462.2	226
197135at7147	Complete	OZ038374.1	7464253	7463972	-	164.3	94
197152at7147	Complete	OZ038374.1	11670302	11677661	+	1010.4	468
197174at7147	Complete	OZ038372.1	154284162	154283502	-	323.5	180
197196at7147	Complete	OZ038374.1	98096959	98097575	+	233.6	141
197207at7147	Complete	OZ038374.1	73382782	73379504	-	947.6	520
197278at7147	Complete	OZ038371.1	131285092	131284775	-	208.6	106
197370at7147	Complete	OZ038375.1	34873497	34870144	-	1881.2	838
197375at7147	Complete	OZ038371.1	173491846	173507239	+	994.4	564
197411at7147	Complete	OZ038373.1	211212	212957	+	943.1	461
197434at7147	Complete	OZ038371.1	34121582	34096127	-	818.1	510
197467at7147	Duplicated	OZ038374.1	124010205	124009303	-	605.7	293
197467at7147	Duplicated	OZ038375.1	13661585	13621304	-	588.3	290
197512at7147	Complete	OZ038375.1	31298301	31302430	+	1335.2	931
197539at7147	Complete	OZ038371.1	222333042	222333841	+	427.2	220
197548at7147	Complete	OZ038372.1	10270518	10261431	-	943.6	563
197569at7147	Complete	OZ038373.1	7488088	7482963	-	560.6	287
197632at7147	Complete	OZ038371.1	205083768	205105893	+	2429.6	1141
197691at7147	Complete	OZ038373.1	130352274	130351219	-	641.3	346
197783at7147	Complete	OZ038372.1	28106818	28093337	-	1322.5	635
